key,Column 3
4801,"Sir, one of the workers has disappeared!"
4802,Stay sharp! The briefest lapse in concentration can have lasting consequences!
4803,I've been searching high and low for you!
4804,"Sorry, miss... I got a little spun around..."
4805,Concerted works starting soon.
4806,Let's show 'em what we can do.
4807,This is it! Let's make it count!
4808,Yah!
4809,
4810,I've never climbed so high!
4811,Hmph. Well fought.
4812,"Why climb, when you can fly? Just think happy thoughts!"
4813,"Pretty, aren't they?"
4814,Zzzzzz...
4815,(Don't make a sound! They've fallen asleep!)
4816,"Come on, you can do it!"
4817,I-I'm not sure about this...
4818,Flowers! We need more flowers!
4819,"Bloom for me, my lovelies!"
4820,"Hehe, that's better! And on we go!"
4821,Whoa! What is this place!?
4822,Put that book away and come play!
4823,"Let me finish this page, all right?"
4824,"Perhaps we can give her a little push, tee hee!"
4825,A rainbow! It's so beautiful!
4826,I wish Mummy could see this too!
4827,Do you think we can walk on it?
4828,You suppose it's all right to have a bite...?
4829,I want this in the Crystarium!
4830,Ahhh! He's adorable!
4831,Amazing! It's all made from sweets!
4832,"Oh, don't even think about it! You'll make Tyr Beq mad!"
4833,Do you know what this place is missing? Leafmen!
4834,<rumble> <rumble>
4835,<rumble> <rumble>
4836,"Finally, a palatable dish."
4837,Oh my! This is delicious!
4838,This is absolutely divine.
4839,What a lovely meal.
4840,My compliments to the chef.
4841,To Lord Tolthewil! Long may he reign!
4842,"Be welcome, <If(PlayerParameter(4))>madam<Else/>good sir</If>."
4843,As you wish.
4844,"The next time you step on my toes, dear, it shall be the last."
4845,"One-two-three,
One-two-three."
4846,It's all in the hips.
4847,<gasp> Would he truly say such things?
4848,We should hold a contest.
4849,You're quite light on your feet.
4850,Hahaha.
4851,"Come, let us put on a show!"
4852,"That's the way.
Now, follow my lead."
4853,Watch your step.
4854,Hehehe.
4855,A lovely thought.
4856,"Keep smiling dear.
We have to keep smiling..."
4857,Would that I could dance so wonderfully. Alas...
4858,"How am I doing, dear?"
4859,I see you've been practicing.
4860,"Relax, darling, you're doing fine."
4861,"If this is a dream, I hope to never wake."
4862,Aren't you glad we came?
4863,Hm? Who is that?
4864,A guest of His Majesty?
4865,Will His Majesty be joining us?
4866,"I cannot dance another step. A moment, I prithee..."
4867,"If there is aught you require, pray do not hesitate to ask."
4868,"Go ahead, eat until you're fit to burst!"
4869,"Well, if you put your mind to it, you could turn into a big tree yourself!"
4870,I wish I was as big as that tree!
4871,"If we use those big mushrooms, we can reach the top!"
4872,And there might even be hidden treasure!
4873,Last one there's a rotten egg!
4874,"Trickle, trickle! Splishy splash!"
4875,Those horrid Fuath can't spoil our fun here!
4876,Would you like me to give you a push?
4877,"Oh... It's a bit steep, isn't it?"
4878,You were as quick as lightning!
4879,Did you see how fast I went?
4880,Let's do that again!
4881,See you at the top!
4882,We should make a bridge!
4883,All the colors of the rainbow!
4884,Look at all this space! Think of the possibilities!
4885,Let's make a big tower for the children to climb!
4886,And then they can fly from the top! Tee hee!
4887,"Waterfalls are nice and all, but something is missing..."
4888,What about something slippy? Or something slidey?
4889,We should host a tea party!
4890,With lots of delicious cakes!
4891,"Or even better, a whole house made of sweets!"
4892,They obey my every command...
4893,Would that my last partner could dance so well.
4894,"<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>, so good of you to visit!"
4895,Please have lots of fun!
4896,The children just love to lie in these and swing away.
4897,"Swinging on the wind, side and side again."
4898,To their hearts' content!
4899,Fa la la la la.♪
4900,Enterprise...engage!
4901,Hm? What's an enterprise?
4902,I've no idea. I just heard someone say it.
4903,"Oh? I guess I'll say it too, then."
4904,Enterprise...engage!
4905,"Heh, that was strangely fun!"
4906,"I know, right!?"
4907,I like flowers. They look pretty and smell nice.
4908,"Don't they, though?"
4909,Do you know what this creature is?
4910,No. Wasn't there something like it in Lydha Lran?
4911,Right. It's called a moogle.
4912,Moogle... And what's that peculiar thing attached to its head?
4913,"That's a pom-pom, and they say that real ones glow!"
4914,They glow? Really?
4915,I want one!
4916,"Does it come off the moogle, do you think?"
4917,"If you pull hard enough, sure!"
4918,Great! Let's collect lots and decorate with them!
4919,Phew. I'm glad for that to be over and done with.
4920,We'd best leave the negotiations to Alphinaud and the Exarch.
4921,Perhaps now we have afforded ourselves an audience.
4922,Now they have little choice but to hear our plea.
4923,"So, what kind of dream should we spin next?"
4924,I'm not sure. What do you think?
4925,Hmmm...
4926,How about...a great big sheep?
4927,"With all the milk it gives us, we could make a milk fountain!"
4928,Imagine it─we could drink and play at the same time!
4929,"Oh, that sounds wonderful!"
4930,Let's make lots of big sheep and drown all of Lyhe Mheg in milk!
4931,Uh... We're going to need to have a little talk...
4932,How about...a great big beast?
4933,Something that's a natural predator to the you-know-whats!
4934,Speaking of which...did you make cookies in their likeness?
4935,I did. Should I not have?
4936,"I've been seeing them a lot outside, so I thought I'd try my hand..."
4937,
4938,
4939,I must be careful.
4940,Perhaps it'd be best to approach from the rear.
4941,Oh! Its back is turned!
4942,I pray this works...
4943,Curses. It's not alone.
4944,"Calm yourself, old boy. Everything will be fine."
4945,An opening!
4946,Please don't turn around!
4947,
4948,
4949,Oh no! I've been spotted!
4950,Isn't red such a lovely color? I certainly think so.
4951,What lovely decorations!
4952,"Oh, what I wouldn't give to sing on this stage!"
4953,I can just feel inspiration about to strike...
4954,Who has time for ardor and affection? We have a job to do...
4955,This is an unusual color to see at this time of year...
4956,"Cheer up, won't you? Things will go better next time. I'm sure of it!"
4957,"Come, now. Let's give it another try!"
4958,Gah! It's seen me!
4959,B-B-Bombs!
4960,Is it over?
4961,Phew.
4962,We can't be sure. Stay vigilant.
4963,Are you ready...to be <Emphasis>supervised</Emphasis>!?
4964,"Yes. Yes, we are."
4965,Yeah!
4966,Am I ever!?
4967,"Ready and willing, sir!"
4968,Help! Somebody help!
4969,Steady does it...
4970,"Sir, yes, sir!"
4971,Mustn't waste a single plank.
4972,Could use some shelves...
4973,Bet I can throw this further than you!
4974,Bet you can't!
4975,It's a grown-up! Run!
4976,W-We weren't being naughty or anything!
4977,"Ugh, my back..."
4978,"Yes, Chief!"
4979,Is there anything I can do?
4980,Hm... Where do we need hands right now?
4981,Let's see...
4982,"Well and good to work hard, but you've got to rest as well."
4983,B-B-Bloody hells it's cold!
4984,Huh? Where did I put that nail?
4985,Do you have enough hands?
4986,"Aye, we're good here."
4987,We could use help with some procurement.
4988,"I don't know much about braziers, but I know what I like."
4989,"I'll be careful, Chief!"
4990,A fine feeling watching the place transform.
4991,"There's still a long way to go, but we'll get there."
4992,Whoa!
4993,This is amazing!
4994,These special ingredients will keep our workers going all day long!
4995,Wh-What did I just eat?
4996,That's a mild way to put it.
4997,"Hmmm, toasty..."
4998,"Yes, rest up and be ready for more!"
4999,Yeah!
5000,"Get back here, you!"
5001,I can't bear all this waiting around...
5002,Plain sailing ahead!
5003,"I'd never shirk my duties as helmsman, but sometimes I do miss the days when it was just me and my rod."
5004,"Lucky for you I'm a fisher myself, so I know that slow and steady brings the bites. "
5005,"Never fails to take your breath away, does it?"
5006,I'd best write today's log before I forget...
5007,It's hard to keep a steady hand when the ocean's beauty is distracting me.
5008,"I must record every detail of the day's weather conditions. Tedious work, but it must be done. "
5009,Get your rods ready─here comes enough fish for the lot of you!
5010,And we're here! Time to fish!
5011,Looks like handsome hauls all around!
5012,"Oi, can you hear me? Hey! Ahoy there! "
5013,There's no mistaking this light─we've found ourselves a spectral current!
5014,"Ain't got no need for small fry, so I throw 'em right back to the sea."
5015,"Ye ain't gotta see a fish to know its size! Mark well how long it takes to bite, and how fiercely it pulls."
5016,An expert angler's got two qualities: patience and a discernin' eye. Don't waste time pullin' minnows outta the sea.
5017,"One cast, one catch!"
5018,"To catch a fish that's bein' conservative with its bites, you'll need to use your precision hookset."
5019,"If a fish is pullin' with the strength of an aurochs, you'll need a powerful hookset to match it."
5020,"If ye wanna get straight to fishin', spread some chum in the water and watch the fish crowd around!"
5021,Now do some fishin' of yer own!
5022,"Not every kind of bait will have fish chomping at your hook right away. However, patience is a virtue every fisher's got."
5023,Rumor has it the bait they sell on the boat's what you want to use if it's the size of the catch you care about.
5024,The ocean's full of hungry beasts all waiting for food to drop in front of their gullets─I've even seen shellfish at the end of some hooks!
5025,Now take your fill of the ocean's bounty!
5026,Look at this! We're above the clouds!
5027,Wow! The sea of clouds puts the real sea to shame!
5028,"Come on, let's go play over there!"
5029,Where am I? ...<Emphasis>Who</Emphasis> am I?
5030,
5031,"This is unacceptable! Unacceptable, I tell you!"
5032,It's off to the hole with you.
5033,"No, please! Anythin' but that!"
5034,The king's will be done!
5035,Yah!
5036,"The remaining benthos may struggle, bereft of leader..."
5037,"Come now, she <Emphasis>was</Emphasis> maniacal."
5038,"If there were more guards, they would be here by now."
5039,That was all of them? Every last one...?
5040,'Tis a boon we find this sanctum intact.
5041,We may at last turn our attention to investigation.
5042,My name shall be inscribed in the pages of history!
5043,"Not if you stand around talking all day, it won't."
5044,"Ox'Dalan, grant me thy strength. And wisdom. And perhaps some extra luck wouldn't go amiss..."
5045,"Surely, you have chiseled enough?"
5046,It's my turn!
5047,No! I must continue chiseling!
5048,Tradition dictates it!
5049,Our ancestors would be proud!
5050,No thanks to your incessant chiseling.
5051,Scree!
5052,So many tunnels and grottoes...
5053,Scree! Scree!♪
5054,"And scree to you, my good sir! ...Or was it madam?"
5055,It says this is the way! ...I think.
5056,"<huff> <puff> Wait up, I say!"
5057,A warding talisman? How splendid!
5058,Let the delving continue!
5059,We are much obliged to the Night's Blessed.
5060,"The tunnels are full of shiny, sparkly ore!"
5061,We must better study how to care for the sick...
5062,Ronkan moss is very valuable. We must conserve our supply.
5063,Do you think the serpent will like this?
5064,I must prepare a herbal soak!
5065,The serpent will surely be pleased!
5066,And one! And two!
5067,<whimper>
5068,<huff> <huff> I can run...no more...
5069,Take your ease until the next stela is complete.
5070,The great serpent is pleased with our work. A rest is well deserved!
5071,Scree! Scree!
5072,Time for the next shift!
5073,"Come now, our replacements are here!"
5074,"Patience! Just a little further, a little deeper!"
5075,These vegetables from Slitherbough are positively delectable!
5076,We'll have a full stomach for a full day of mining ahead!
5077,Scree...
5078,Scree!
5079,Scree! Scree!
5080,S-Screeeeeeeee!
5081,That cargo ain't gone through inspections yet. We got rules and regulations here─yer gonna have to put it back.
5082,Where do ye want this?
5083,Ye must be jokin'...
5084,Urgh... The pain... I can't move an ilm or I'll...
5085,Just...just leave the medicine here...and go...
5086,Someone doesn't have their sea legs yet.
5087,Don't give him any ideas...
5088,"Sailed every corner of the high seas, huh?"
5089,Goes down almost as easy as it comes up!
