key,0,1,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
68158,Walking for Walker's,ClsHrv650_02622,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,RITEM0,BIND_ACTOR_01,LOC_EOBJ_01,LOC_ACTOR_01,QST_CHECK_HEAVNY004,LOC_ACTOR_02,LOC_ACTION_01,LOC_ACTION_02,QST_CHECK_STMBDA314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68159,The White Death,ClsHrv680_02623,ACTOR0,ACTOR1,ACTOR2,EOBJECT0,EVENTACTION0,EVENTACTION1,ITEM0,ITEM1,ACTOR3,RITEM0,ITEM2,LOC_ACTOR_01,LOC_ACTOR_02,QST_CHECK_CLSMIN601,LOC_ACTOR_03,BIND_ACTOR_01,EVENT_ACTION_TALK_BEAST,EVENT_ACTION_ATAMASAGE,LOC_ACTION_01,LOC_ACTION_02,LOC_SE_01,LOC_SE_02,BIND_ACTOR_02,,,,,,,,,,,,,,,,,,,,,,,,,,,
68160,Edgyth's Winning Streak,ClsHrv700_02624,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,RITEM0,QST_CHECK_STMBDA706,QST_CHECK_STMBDA608,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,BIND_ACTOR_01,NCUT_EVENT_CLSHRV700_01,LOC_ACTION_01,LOC_ACTION_02,INVIS_ACTOR_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68161,A Book with Bite,JobSmn601_02625,ACTOR0,ACTOR1,ITEM0,ACTOR2,ACTOR3,ENEMY0,ACTOR4,EOBJECT0,ACTOR5,ACTOR6,LOC_ACTOR_00,BIND_ACTOR_00,BIND_ACTOR_01,LOC_VFX_00,LOC_IDLE00,LOC_ACTOR_01,LOC_BGM01,LOC_MOTION_00,LOC_IDLE01,LOC_MOTION_01,LOC_BOOK_JOY,LOC_BGM02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68162,Performing for Prin,JobSmn630_02626,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ENEMY0,ENEMY1,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,EOBJECT0,ENEMY2,EOBJECT1,ENEMY3,LOC_ACTOR_00,LOC_ACTOR_01,BIND_ACTOR_00,BIND_ACTOR_01,BIND_ACTOR_02,BIND_ACTOR_03,BIND_ACTOR_04,BIND_ACTOR_05,BIND_ACTOR_06,BIND_ACTOR_07,BIND_ACTOR_08,LOC_MOTION_00,LOC_MOTION_01,LOC_MOTION_02,BIND_ACTOR_09,LOC_BOOK_JOY,,,,,,,,,,,,,
68163,An Egi-stential Crisis,JobSmn650_02627,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT0,TERRITORYTYPE1,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,BIND_ACTOR_00,BIND_ACTOR_01,BIND_ACTOR_02,BIND_ACTOR_03,LOC_ACTOR_00,NCUT_01,LOC_BOOK_JOY,BIND_ACTOR_04,SE_EVENT_LINKSHELL,BIND_ACTOR_05,,,,,,,,,,,,,,,,,,,,,,,,,,
68164,Off the Record,JobSmn680_02628,ACTOR0,ACTOR1,ACTOR2,ITEM0,ACTOR3,ACTOR4,ACTOR5,ACTOR6,EOBJECT0,ACTOR7,ACTOR8,ACTOR9,ACTOR10,EOBJECT1,LOC_ACTOR_00,LOC_ACTOR_01,BIND_ACTOR_00,BIND_ACTOR_01,BIND_ACTOR_02,BIND_ACTOR_03,BIND_ACTOR_04,LOC_BOOK_JOY,BIND_ACTOR_05,LOC_BGM1,LOC_EOBJ1,LOC_IDLE0,LOC_ITEM_01,LOC_BGM0,LOC_POS_ACTOR0,LOC_ACTOR_02,,,,,,,,,,,,,,,,,,,,
68165,An Art for the Living,JobSmn700_02629,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,EVENTRANGE0,ENEMY0,ENEMY1,ENEMY2,EOBJECT0,EOBJECT1,EOBJECT2,ACTOR7,TERRITORYTYPE0,QUESTBATTLE0,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,EOBJECT3,EOBJECT4,ACTOR13,LOC_ACTOR_00,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ACTOR_05,LOC_ACTOR_06,BIND_ACTOR_00,BIND_ACTOR_01,BIND_ACTOR_02,BIND_ACTOR_03,BIND_ACTOR_04,BIND_ACTOR_05,LOC_BOOK_JOY,LOC_SUM_HUMAN_DEPOP,WS_GET_ACTION,WS_GET_LOG,WS_GET_SKILL,JOBSTONE_MODEL,WS_GET_VFX1,NCUT_01,LOC_EOBJ_01,LOC_VFX_01,LOC_ACTOR_07,
68166,Here There Be Xaela,StmBda324_02630,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,TERRITORYTYPE0,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,BIND_ACTOR_0,BIND_ACTOR_1,BIND_ACTOR_2,BIND_ACTOR_3,BIND_ACTOR_4,BIND_ACTOR_5,CUT_SCENE_N_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68167,I Dream of Shirogane,StmBdy101_02631,ACTOR0,ACTOR1,TERRITORYTYPE0,ACTOR2,NCUT_EVENT_HOUEST1H110_1,UNLOCK_IMAGE_HOUSING_SHIROGANE,LOG_HOUSINGAREA_WARP_UNLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68168,The Palace of Lost Souls,StmBdy001_02632,ACTOR0,ACTOR1,ACTOR2,INSTANCEDUNGEON0,ACTOR3,POPRANGE0,UNLOCK_IMAGE_DUNGEON,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ACTION3,LOC_ACTION4,LOC_ACTOR0,BIND_ACTOR0,UNLOCK_ADD_NEW_CONTENT_TO_CF,LOC_ACTION5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68169,To Kill a Coeurl,StmBdy002_02633,ACTOR0,ACTOR1,INSTANCEDUNGEON0,ACTOR2,ACTOR3,SCREENIMAGE0,BIND_ACTOR0,QST_CHECK0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68170,King of the Castle,StmBdy003_02634,ACTOR0,ACTOR1,INSTANCEDUNGEON0,ACTOR2,SCREENIMAGE0,LCUT_ACTOR0,LCUT_ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68171,Future Rust,StmBdz001_02635,ACTOR0,ITEM0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68172,A Dash of Green,StmBdz002_02636,ACTOR0,ACTOR1,ITEM0,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,EOBJECT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68173,Ye Wayward Brothers,StmBdz003_02637,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,QST_ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68174,Token of Faith,StmBdz004_02638,ACTOR0,EOBJECT0,EVENTACTION0,ITEM0,ACTOR1,ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68175,Magiteknical Failure,StmBdz005_02639,ACTOR0,ACTOR1,MOUNT0,EVENTRANGE0,ENEMY0,ENEMY1,EOBJECT0,EVENTRANGE1,ENEMY2,ENEMY3,ENEMY4,EOBJECT1,QUEST_SELF,LOGMSG_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68176,Gross Encounters,StmBdz006_02640,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,EOBJECT0,EVENTACTION0,ACTOR6,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EVENTRANGE0,ENEMY0,ACTOR7,EOBJECT5,LOC_POS_ACTOR0,LOC_POS_ACTOR1,LOC_ACTOR0,QST_IDLE0,QST_IDLE1,QST_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,
68177,Prison Break,StmBdz007_02641,ACTOR0,EVENTRANGE0,ENEMY0,ENEMY1,ENEMY2,EOBJECT0,ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68178,What a Tangled Web We Weave,StmBdz008_02642,ACTOR0,ACTOR1,ITEM0,ACTOR2,EOBJECT0,EVENTRANGE0,EVENTRANGE1,EVENTRANGE2,EVENTRANGE3,EVENTRANGE4,ENEMY0,ENEMY1,ENEMY2,EVENTRANGE5,EOBJECT1,LOC_VFX0,LOC_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68179,Doing Her Part,StmBdz009_02643,ACTOR0,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,ITEM0,EOBJECT3,EVENTACTION1,ITEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68180,Spicing Things Up,StmBdz010_02644,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ENEMY0,ITEM0,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,ITEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68181,Dark Water,StmBdz011_02645,ACTOR0,ENEMY0,ITEM0,QST_ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68182,An Honest Day's Work,StmBdz012_02646,ACTOR0,EOBJECT0,EVENTACTION0,EOBJECT1,EVENTACTION1,EOBJECT2,EOBJECT3,ITEM0,ACTOR1,EOBJECT4,EOBJECT5,EOBJECT6,EOBJECT7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68183,Home Comforts,StmBdz013_02647,ACTOR0,ENEMY0,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68184,Bears over Flowers,StmBdz014_02648,ACTOR0,EVENTRANGE0,ENEMY0,ACTOR1,EOBJECT0,EVENTACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68185,Beastly Bandits,StmBdz015_02649,ACTOR0,EVENTRANGE0,EVENTACTION0,ACTOR1,EVENTACTION1,ENEMY0,ENEMY1,ENEMY2,EOBJECT0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68186,Midge Madness,StmBdz016_02650,ACTOR0,ACTOR1,ITEM0,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68187,Hard Blow,StmBdz101_02651,ACTOR0,ACTOR1,ACTOR2,ACTOR3,EOBJECT0,EOBJECT1,LOC_ACTOR0,LOC_ACTOR1,SNP_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68188,Mother's Boy,StmBdz102_02652,ACTOR0,ITEM0,ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68189,Of Rats and Men,StmBdz103_02653,ACTOR0,ITEM0,EOBJECT0,ENEMY0,EOBJECT1,EOBJECT2,ACTOR1,ACTOR2,ACTOR3,ACTOR4,QST_ACTOR0,QST_ACTOR1,QST_ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68190,Rat Bandits,StmBdz104_02654,ACTOR0,EOBJECT0,EVENTACTION0,ITEM0,ACTOR1,ITEM1,ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68191,Saint Sayer,StmBdz105_02655,ACTOR0,ACTOR1,ACTOR2,ENEMY0,ITEM0,BIND_ACTOR0,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68192,As Stubborn as Stone,StmBdz106_02656,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,LOC_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68193,The Sound of the Quarry,StmBdz107_02657,ACTOR0,ACTOR1,EOBJECT0,EVENTACTION0,ENEMY0,BNPCNAME0,EVENTACTION1,ENEMY1,ACTOR2,EVENTRANGE0,EMOTE0,EOBJECT1,ACTOR3,ACTOR4,QST_COMP0,LOC_POS0,LOC_ACTOR0,BIND_ACTOR0,LOC_SE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68194,Spooky Stones,StmBdz108_02658,ACTOR0,ACTOR1,ACTOR2,EOBJECT0,EVENTACTION0,ENEMY0,BNPCNAME0,EVENTACTION1,ENEMY1,ENEMY2,EOBJECT1,EOBJECT2,ACTOR3,QST_COMP0,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_EOBJ0,BIND_ACTOR0,LOC_POS0,LOC_SE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68195,A Good Role Model,StmBdz109_02659,ACTOR0,ENEMY0,ACTOR1,ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68196,A Second Assessment,StmBdz110_02660,ACTOR0,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,ITEM0,EOBJECT3,ITEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68197,The Hidden Truth,StmBdz111_02661,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ENEMY0,BNPCNAME0,ENEMY1,BNPCNAME1,ACTOR7,ACTOR8,ACTOR9,EVENTACTION0,BIND_ACTOR0,BIND_ACTOR1,QST_COMP0,LOC_MOTION0,LOC_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68198,Drawing a Blank,StmBdz112_02662,ACTOR0,EOBJECT0,EVENTACTION0,EOBJECT1,EVENTACTION1,EOBJECT2,EOBJECT3,EVENTACTION2,ACTOR1,ACTOR2,ACTOR3,LOC_ACTOR0,LOC_ACTOR1,BIND_ACTOR0,BIND_ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68199,Seeking Answers,StmBdz113_02663,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,BIND_ACTOR0,LOC_MOTION0,LOC_SE0,BIND_ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68200,The Honest Truth,StmBdz114_02664,ACTOR0,ACTOR1,EOBJECT0,EVENTACTION0,ACTOR2,ACTOR3,ACTOR4,EOBJECT1,EVENTACTION1,EOBJECT2,EOBJECT3,EVENTACTION2,ACTOR5,BIND_ACTOR0,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,EVENT_PICTURE0,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68201,Dedication to the Craft,StmBdz115_02665,ACTOR0,ACTOR1,ACTOR2,ITEM0,ACTOR3,QST_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68202,A Drink in the Tub,StmBdz116_02666,ACTOR0,ACTOR1,ITEM0,EOBJECT0,EOBJECT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68203,I'll Show You Angry,StmBdz117_02667,ACTOR0,ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68204,A Picture Is Worth a Thousand Moms,StmBdz118_02668,ACTOR0,ITEM0,ITEM1,EVENTRANGE0,EVENTRANGE1,ACTOR1,LOC_POS_CAMERA0,LOC_POS_CAMERA1,QST_PIC0,QST_PIC1,LOC_POS_ACTOR0,LOC_POS_ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68205,Zero Tolerance Teahouse,StmBdz119_02669,ACTOR0,ACTOR1,ACTOR2,ITEM0,QST_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68206,Where the Wild Pandas Are,StmBdz120_02670,ACTOR0,ACTOR1,ACTOR2,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68207,A Bleak Diagnosis,StmBdz121_02671,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68208,To Bathe a Garlean,StmBdz122_02672,ACTOR0,EOBJECT0,EOBJECT1,EOBJECT2,EVENTACTION0,STATUS0,CARRY0,ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68209,The Price of Betrayal,StmBdz201_02673,ACTOR0,ACTOR1,ACTOR2,ENEMY0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68210,The Organ of Sight,StmBdz202_02674,ACTOR0,ENEMY0,ITEM0,QST_ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68211,The Devil's Cough,StmBdz203_02675,ACTOR0,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,EVENTACTION1,EOBJECT3,EOBJECT4,EOBJECT5,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68212,First Line of Defense,StmBdz204_02676,ACTOR0,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,EVENTACTION1,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68213,Ethereal Lights,StmBdz205_02677,ACTOR0,EOBJECT0,EVENTACTION0,ENEMY0,EVENTACTION1,ENEMY1,ENEMY2,EOBJECT1,EOBJECT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68214,Protector of the Small,StmBdz206_02678,ACTOR0,EVENTRANGE0,ENEMY0,ENEMY1,ENEMY2,ACTOR1,EOBJECT0,ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68215,The Last Voyage,StmBdz207_02679,ACTOR0,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68216,A Dance with Snakes,StmBdz208_02680,ACTOR0,ITEM0,ENEMY0,ITEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68217,The Solace of the Sea,StmBdz209_02681,ACTOR0,ACTOR1,ITEM0,ACTOR2,QST_ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68218,Stranded,StmBdz210_02682,ACTOR0,EOBJECT0,EVENTRANGE0,ENEMY0,ENEMY1,ACTOR1,EOBJECT1,EVENTACTION0,SNP_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68219,In Cold Blood,StmBdz211_02683,ACTOR0,EVENTRANGE0,EVENTACTION0,ACTOR1,EVENTACTION1,ENEMY0,ENEMY1,ACTOR2,ACTOR3,ACTOR4,EOBJECT0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68220,Pirate Stew,StmBdz212_02684,ACTOR0,ENEMY0,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68221,The Soul's Remembrance,StmBdz213_02685,ACTOR0,ACTOR1,ITEM0,ACTOR2,ENEMY0,EOBJECT0,EVENTACTION0,EVENTACTION1,ENEMY1,EOBJECT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68222,Fight or Flight,StmBdz214_02686,ACTOR0,ACTOR1,ACTOR2,EMOTE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68223,Pulling Double Booty,StmBdz215_02687,ACTOR0,ACTOR1,ITEM0,ITEM1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,LOC_MOTION0,LOC_SE0,LOC_BGM0,LOC_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68224,Unfinished Business,StmBdz216_02688,ACTOR0,ACTOR1,ACTOR2,ITEM0,ACTOR3,ITEM1,ACTOR4,ACTOR5,EVENTRANGE0,ENEMY0,BNPCNAME0,ITEM2,ACTOR6,EOBJECT0,EVENTACTION0,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68225,The Girl with the Pearl Ring,StmBdz217_02689,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,EOBJECT0,EOBJECT1,ACTOR8,EOBJECT2,ACTOR9,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,BIND_ACTOR4,BIND_ACTOR5,LOC_MOTION0,LOC_SE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68226,Family Affairs,StmBdz218_02690,ACTOR0,EOBJECT0,EOBJECT1,ACTOR1,ACTOR2,EOBJECT2,EVENTACTION0,ACTOR3,ACTOR4,ENEMY0,ENEMY1,ACTOR5,ACTOR6,ACTOR7,EVENTACTION1,ACTOR8,BIND_ACTOR0,LOC_ACTOR0,LOC_ACTOR1,BIND_ACTOR1,LOC_BGM0,LOC_BGM1,LOC_BGM2,LOC_BGM3,LOC_BGM4,LOC_BGM5,LOC_BGM6,BIND_ACTOR2,LOC_ACTOR2,,,,,,,,,,,,,,,,,,,,,
68227,Our Most Venerated Ancestor,StmBdz219_02691,ACTOR0,ACTOR1,EOBJECT0,EOBJECT1,EVENTACTION0,EOBJECT2,EOBJECT3,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68228,Not Just Any Banquet,StmBdz220_02692,ACTOR0,ITEM0,EOBJECT0,ENEMY0,ITEM1,EOBJECT1,ENEMY1,QST_ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68229,The Sword in the Stone,StmBdz221_02693,ACTOR0,EOBJECT0,ACTOR1,EVENTRANGE0,EVENTRANGE1,EVENTRANGE2,EOBJECT1,EVENTRANGE3,EVENTRANGE4,EVENTRANGE5,EVENTRANGE6,EOBJECT2,LOC_EOBJ0,LOC_POS_CAM0,LOC_POS_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68230,Unmeasured Strength,StmBdz222_02694,ACTOR0,ITEM0,ENEMY0,QST_ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68231,Treasure Cove,StmBdz223_02695,ACTOR0,EOBJECT0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68232,The Mysterious Assailant,StmBdz224_02696,ACTOR0,EOBJECT0,EVENTACTION0,ENEMY0,EVENTACTION1,ENEMY1,ENEMY2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68233,An Unforgettable Taste,StmBdz301_02697,ACTOR0,ENEMY0,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68234,The Bond between Brothers,StmBdz302_02698,ACTOR0,ACTOR1,ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68235,The Core of Life,StmBdz303_02699,ACTOR0,ENEMY0,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68236,All Good Deeds,StmBdz304_02700,ACTOR0,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EOBJECT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68237,Fear Her Almighty Waves,StmBdz305_02701,ACTOR0,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,EOBJECT3,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68238,The Fight for Survival,StmBdz306_02702,ACTOR0,EVENTRANGE0,ENEMY0,ENEMY1,ACTOR1,EOBJECT0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68239,A Daughter's Love,StmBdz307_02703,ACTOR0,ACTOR1,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,EVENTACTION1,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68240,Fathoms Below,StmBdz308_02704,ACTOR0,ACTOR1,ACTOR2,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_MOTION0,LOC_POS0,LOC_POS1,LOC_BGM0,LOC_BGM1,LOC_BGM2,LOC_BGM3,LOC_BGM4,LOC_BGM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68241,A Part of Your World,StmBdz309_02705,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,BIND_ACTOR0,BIND_ACTOR1,LOC_MOTION0,LOC_MOTION1,LOC_MOTION2,LOC_MOTION3,LOC_ACTOR0,LOC_BGM0,LOC_BGM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68242,The Elixir of Life,StmBdz310_02706,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ITEM0,EOBJECT0,ENEMY0,BNPCNAME0,ITEM1,ACTOR6,BIND_ACTOR0,BIND_ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68243,The Two Princesses of Sui–no–Sato,StmBdz311_02707,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_MOTION0,BIND_ACTOR0,LOC_POS0,LOC_MOTION1,LOC_MOTION2,LOC_MOTION3,LOC_MOTION4,LOC_MOTION5,LOC_MOTION6,LOC_ACTOR4,LOC_POS1,LOC_MOTION7,LOC_POS2,LOC_POS3,LOC_POS4,LOC_BGM0,LOC_BGM1,LOC_BGM2,LOC_BGM3,LOC_MOTION8,,,,,,,,,,,,,,,,,,,,,
68244,In Search of Treasure,StmBdz312_02708,ACTOR0,ACTOR1,EOBJECT0,EVENTACTION0,ITEM0,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EOBJECT5,QST_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
